shop_id,is_bad,open_months,avg_monthly_orders,order_volatility,interruption_count,avg_order_value,repurchase_rate,refund_rate,dispute_rate,positive_review_rate,gmv_yoy_growth,gmv_mom_volatility,sku_change_rate,revenue_trend_slope,customer_hhi,new_customer_ratio,customer_geo_entropy,avg_settlement_days,platform_penalty_count,abnormal_large_txn_ratio
SHOP001459,1,26.0,197.0,0.378,1,10.0,0.097,0.092,0.031,0.883,-0.065,0.058,0.013,-0.01,0.157,0.423,2.429,3.6,1,0.027
SHOP001460,0,19.0,138.0,0.501,1,19.0,0.357,0.018,0.05,0.819,-0.028,0.213,0.151,-0.265,0.234,0.422,2.181,5.9,1,0.044
SHOP001461,0,18.0,240.0,0.267,0,73.8,0.332,0.067,0.016,0.942,0.262,0.21,0.197,1.498,0.196,0.429,2.457,2.9,0,0.043
SHOP001462,0,15.0,210.0,0.278,1,51.1,0.291,0.034,0.017,0.957,0.114,0.163,0.223,-0.233,0.135,0.454,3.059,4.6,0,0.015
SHOP001463,0,19.0,182.0,0.6,2,90.0,0.377,0.098,0.04,0.932,0.138,0.15,0.175,-1.187,0.14,0.576,2.513,8.5,1,0.08
SHOP001464,0,16.0,105.0,0.993,2,12.8,0.317,0.054,0.044,0.872,-0.057,0.254,-0.062,-3.155,0.127,0.606,2.579,6.1,2,0.079
SHOP001465,0,16.0,208.0,0.343,1,99.4,0.391,0.059,0.031,0.926,0.05,0.202,0.046,0.776,0.142,0.556,1.663,9.3,1,0.034
SHOP001466,0,14.0,115.0,0.333,2,62.0,0.357,0.056,0.01,0.889,-0.162,0.182,0.05,1.151,0.102,0.623,3.045,5.1,0,0.024
SHOP001467,0,16.0,32.0,0.187,1,83.7,0.255,0.072,0.019,0.972,0.059,0.158,0.159,1.368,0.14,0.476,1.867,4.7,0,0.047
SHOP001468,0,16.0,332.0,0.289,0,79.9,0.36,0.073,0.043,0.932,-0.014,0.109,0.018,1.879,0.145,0.34,2.362,5.5,1,0.011
SHOP001469,0,30.0,263.0,0.288,0,88.6,0.455,0.012,0.018,0.909,0.248,0.078,0.168,-0.376,0.128,0.24,2.892,3.8,0,0.046
SHOP001470,0,7.0,150.0,0.644,0,87.8,0.342,0.079,0.022,0.856,0.02,0.226,0.001,0.326,0.053,0.545,2.048,8.0,1,0.055
SHOP001471,1,16.0,292.0,0.486,1,115.1,0.0,0.047,0.038,0.845,0.143,0.099,-0.14,-0.581,0.213,0.721,1.581,5.6,0,0.087
SHOP001472,0,6.0,126.0,0.354,2,76.8,0.323,0.039,0.049,0.831,-0.034,0.207,0.132,-1.319,0.189,0.431,2.817,4.4,1,0.016
SHOP001473,0,26.0,84.0,0.404,0,75.4,0.215,0.037,0.023,0.997,0.315,0.12,0.133,-0.858,0.1,0.419,2.604,3.6,0,0.035
SHOP001474,0,14.0,77.0,0.264,0,29.9,0.288,0.054,0.032,0.889,0.056,0.146,-0.022,0.951,0.081,0.235,2.24,2.9,0,0.015
SHOP001475,1,10.0,176.0,0.459,3,90.0,0.278,0.105,0.01,0.902,0.294,0.169,-0.171,1.681,0.202,0.434,1.876,1.5,1,0.052
SHOP001476,1,14.0,46.0,0.248,1,76.2,0.226,0.072,0.022,0.931,-0.211,0.287,0.16,-2.297,0.15,0.484,2.045,8.9,4,0.029
SHOP001477,0,14.0,393.0,0.316,4,72.5,0.428,0.0,0.013,0.901,0.149,0.093,-0.06,0.874,0.016,0.408,2.049,2.8,0,0.006
SHOP001478,0,12.0,167.0,0.47,2,61.6,0.366,0.045,0.036,0.954,0.166,0.136,0.242,-0.34,0.219,0.471,2.618,5.8,0,0.02
SHOP001479,1,17.0,160.0,0.658,3,33.4,0.296,0.152,0.051,0.874,0.099,0.196,0.035,-1.834,0.241,0.666,2.379,6.7,1,0.01
SHOP001480,0,13.0,228.0,0.409,0,65.3,0.233,0.066,0.045,0.899,0.204,0.109,0.086,-0.12,0.072,0.203,2.745,5.0,1,0.051
SHOP001481,0,23.0,33.0,0.646,2,97.4,0.287,0.0,0.015,0.872,0.292,0.189,-0.2,-1.31,0.141,0.553,2.401,8.3,0,0.034
SHOP001482,0,24.0,264.0,0.392,1,107.3,0.256,0.074,0.045,0.909,-0.123,0.301,0.146,-0.087,0.11,0.343,1.709,6.3,2,0.045
SHOP001483,0,15.0,218.0,0.463,1,150.3,0.39,0.045,0.037,0.888,0.047,0.219,0.196,-0.67,0.174,0.57,1.967,5.9,1,0.068
SHOP001484,1,11.0,26.0,0.173,2,57.3,0.299,0.107,0.022,0.895,0.163,0.371,-0.078,-0.43,0.088,0.409,2.0,8.9,0,0.003
SHOP001485,0,25.0,217.0,0.256,1,84.9,0.37,0.019,0.022,0.942,0.009,0.118,0.167,1.342,0.183,0.365,2.505,3.1,0,0.006
SHOP001486,1,12.0,140.0,0.574,1,57.9,0.329,0.144,0.024,0.9,-0.306,0.256,-0.032,0.052,0.125,0.34,1.322,2.5,0,0.003
SHOP001487,0,8.0,148.0,0.208,1,130.3,0.409,0.024,0.009,0.963,0.049,0.183,0.095,2.532,0.086,0.474,2.667,3.0,0,0.0
SHOP001488,0,6.0,73.0,0.247,1,78.8,0.344,0.064,0.0,0.853,0.043,0.239,-0.156,-1.11,0.09,0.405,1.575,4.9,1,0.009
SHOP001489,1,15.0,13.0,0.426,1,57.9,0.409,0.1,0.032,0.823,0.254,0.328,0.035,0.445,0.182,0.423,2.002,3.6,1,0.038
SHOP001490,0,24.0,198.0,0.291,1,117.4,0.313,0.016,0.038,0.901,0.05,0.089,0.086,0.366,0.154,0.625,2.851,6.2,0,0.014
SHOP001491,0,18.0,17.0,0.2,0,93.6,0.235,0.064,0.0,0.84,0.114,0.201,0.043,0.404,0.14,0.418,2.692,3.2,0,0.045
SHOP001492,0,23.0,187.0,0.402,2,96.9,0.366,0.017,0.02,0.932,-0.005,0.183,0.099,0.826,0.221,0.683,3.618,6.4,1,0.024
SHOP001493,0,13.0,100.0,0.247,2,112.4,0.312,0.065,0.013,1.0,0.106,0.223,0.065,3.489,0.125,0.395,2.869,4.8,0,0.035
SHOP001494,0,25.0,147.0,0.427,1,71.2,0.304,0.063,0.009,0.933,-0.13,0.147,0.034,-0.64,0.195,0.556,2.265,7.1,0,0.048
SHOP001495,0,28.0,197.0,0.103,0,76.6,0.313,0.032,0.035,0.907,0.096,0.327,0.025,-1.864,0.092,0.404,2.246,4.7,1,0.028
SHOP001496,0,18.0,197.0,0.499,3,26.0,0.224,0.084,0.065,0.888,0.251,0.193,0.033,-0.292,0.034,0.504,1.922,6.3,1,0.076
SHOP001497,0,17.0,169.0,0.45,2,233.8,0.222,0.037,0.02,0.851,0.21,0.191,-0.176,-0.932,0.121,0.482,1.772,5.2,0,0.018
SHOP001498,0,13.0,57.0,0.424,2,63.6,0.186,0.027,0.04,0.785,0.072,0.183,-0.003,-2.572,0.104,0.533,1.679,7.2,1,0.061
SHOP001499,0,18.0,116.0,0.363,2,56.2,0.444,0.078,0.015,0.877,0.161,0.255,-0.019,1.914,0.146,0.374,2.548,3.3,2,0.014
SHOP001500,0,29.0,117.0,0.488,0,91.2,0.494,0.027,0.016,0.924,-0.183,0.253,-0.028,0.384,0.11,0.442,2.471,3.3,1,0.04
SHOP001501,0,32.0,224.0,0.408,0,38.9,0.376,0.05,0.022,0.876,0.188,0.101,0.207,1.943,0.204,0.665,2.441,4.5,1,0.003
SHOP001502,1,11.0,169.0,0.293,2,88.9,0.101,0.024,0.032,0.842,-0.068,0.442,0.038,-1.578,0.197,0.298,1.244,7.4,0,0.071
SHOP001503,1,25.0,292.0,0.531,0,78.8,0.267,0.045,0.033,0.847,0.254,0.15,0.158,0.858,0.125,0.425,2.446,6.7,1,0.044
SHOP001504,0,26.0,184.0,0.272,0,24.0,0.382,0.021,0.032,0.925,0.098,0.205,0.121,-1.122,0.116,0.428,3.239,6.8,1,0.048
SHOP001505,1,21.0,242.0,0.428,4,104.3,0.375,0.079,0.016,0.95,0.003,0.244,-0.035,3.994,0.262,0.677,2.418,6.4,0,0.088
SHOP001506,0,16.0,118.0,0.081,1,184.2,0.333,0.037,0.0,0.892,0.119,0.125,0.096,-0.71,0.053,0.69,2.537,7.1,0,0.002
SHOP001507,0,1.0,214.0,0.678,1,62.1,0.386,0.035,0.04,0.944,0.032,0.085,-0.018,-0.084,0.128,0.368,2.33,4.8,1,0.043
SHOP001508,1,12.0,29.0,0.46,2,66.9,0.154,0.11,0.054,0.748,-0.077,0.25,0.083,0.722,0.108,0.687,1.929,5.5,0,0.074
SHOP001509,0,18.0,73.0,0.475,0,139.3,0.356,0.112,0.023,0.783,0.026,0.312,-0.021,0.819,0.215,0.335,1.926,5.3,2,0.036
SHOP001510,0,14.0,197.0,0.341,0,123.7,0.204,0.072,0.028,0.928,0.362,0.154,0.09,0.022,0.056,0.361,1.878,5.2,0,0.044
SHOP001511,1,22.0,42.0,0.537,2,74.7,0.197,0.095,0.014,0.858,0.072,0.081,0.059,-1.233,0.179,0.402,2.008,5.3,0,0.075
SHOP001512,1,25.0,145.0,0.256,1,115.5,0.283,0.096,0.042,0.918,0.265,0.265,-0.173,-1.751,0.262,0.448,1.863,4.1,0,0.023
SHOP001513,0,23.0,166.0,0.268,0,85.9,0.251,0.063,0.022,0.964,0.183,0.19,0.027,0.732,0.032,0.458,2.583,6.0,1,0.007
SHOP001514,0,24.0,176.0,0.278,0,227.8,0.38,0.027,0.032,0.984,0.074,0.123,0.098,-0.27,0.135,0.33,2.796,5.7,0,0.0
SHOP001515,0,15.0,166.0,0.531,1,52.9,0.42,0.135,0.028,0.947,-0.09,0.134,0.095,0.551,0.104,0.282,2.274,8.4,1,0.0
SHOP001516,0,28.0,177.0,0.356,0,131.2,0.146,0.008,0.025,0.893,-0.234,0.136,0.1,0.067,0.207,0.255,1.979,4.0,0,0.03
SHOP001517,0,26.0,79.0,0.346,1,65.3,0.265,0.046,0.024,0.845,0.087,0.262,-0.14,-0.784,0.139,0.492,1.117,4.1,0,0.048
SHOP001518,1,21.0,220.0,0.495,1,91.8,0.276,0.114,0.018,0.895,0.029,0.129,0.057,-0.314,0.197,0.318,1.482,3.5,1,0.0
SHOP001519,0,33.0,200.0,0.492,0,75.8,0.326,0.013,0.013,1.0,0.434,0.086,0.036,0.328,0.103,0.465,3.146,4.0,0,0.023
SHOP001520,0,31.0,268.0,0.501,1,139.5,0.314,0.021,0.037,0.883,-0.128,0.17,-0.008,0.193,0.067,0.44,2.335,3.2,0,0.013
SHOP001521,0,24.0,170.0,0.399,1,114.3,0.332,0.036,0.017,0.91,0.277,0.13,-0.065,1.374,0.084,0.092,2.247,2.2,0,0.023
SHOP001522,0,19.0,59.0,0.495,1,102.3,0.289,0.037,0.048,0.939,0.182,0.091,-0.072,0.429,0.184,0.316,1.746,4.9,0,0.043
SHOP001523,0,9.0,145.0,0.482,0,171.4,0.282,0.104,0.031,0.947,0.009,0.197,0.151,-0.297,0.014,0.325,2.481,4.8,0,0.007
SHOP001524,1,30.0,87.0,0.317,1,38.4,0.349,0.07,0.023,1.0,0.141,0.135,0.228,-0.323,0.145,0.545,2.23,4.1,1,0.039
SHOP001525,0,12.0,86.0,0.396,2,86.0,0.245,0.06,0.036,0.819,-0.098,0.319,-0.227,-0.127,0.225,0.424,2.182,5.3,0,0.037
SHOP001526,1,8.0,44.0,0.577,1,96.2,0.25,0.072,0.047,0.78,-0.05,0.312,-0.189,-0.665,0.13,0.475,1.252,7.7,2,0.031
SHOP001527,0,18.0,87.0,0.456,1,99.0,0.237,0.063,0.01,0.899,-0.294,0.299,0.156,-0.161,0.151,0.462,1.725,6.6,0,0.023
SHOP001528,0,32.0,133.0,0.244,1,107.5,0.013,0.031,0.01,0.937,0.155,0.22,0.179,2.371,0.058,0.26,2.802,4.3,0,0.033
SHOP001529,0,20.0,183.0,0.542,3,254.1,0.248,0.082,0.015,0.901,-0.208,0.121,0.089,0.729,0.249,0.521,2.037,7.3,1,0.01
SHOP001530,1,21.0,79.0,0.296,1,33.0,0.172,0.094,0.029,0.898,0.002,0.202,0.244,0.548,0.11,0.383,2.135,7.8,2,0.042
SHOP001531,1,19.0,258.0,0.564,0,119.6,0.233,0.075,0.011,0.967,-0.163,0.105,-0.212,-0.309,0.201,0.402,1.341,5.5,1,0.013
SHOP001532,1,27.0,139.0,0.587,0,72.6,0.199,0.07,0.044,0.831,0.148,0.213,0.092,-0.309,0.116,0.409,1.055,6.5,1,0.052
SHOP001533,0,25.0,124.0,0.108,0,58.4,0.494,0.055,0.012,0.91,0.102,0.1,0.182,-0.661,0.069,0.464,1.858,3.5,1,0.006
SHOP001534,1,30.0,66.0,0.183,1,77.3,0.039,0.126,0.076,0.886,0.215,0.281,-0.288,-1.291,0.148,0.738,1.511,13.2,3,0.067
SHOP001535,0,19.0,6.0,0.412,1,160.3,0.332,0.023,0.014,0.886,0.19,0.103,0.045,0.514,0.1,0.238,1.313,6.6,1,0.009
SHOP001536,0,30.0,67.0,0.288,1,116.8,0.219,0.081,0.006,0.89,-0.19,0.119,0.079,3.216,0.24,0.526,2.632,9.5,3,0.011
SHOP001537,0,29.0,119.0,0.268,0,292.6,0.267,0.0,0.016,0.97,0.169,0.094,0.116,3.318,0.085,0.446,2.112,4.4,0,0.027
SHOP001538,1,18.0,168.0,0.384,0,94.6,0.308,0.041,0.024,0.965,0.034,0.117,0.047,3.192,0.078,0.294,2.605,6.3,0,0.063
SHOP001539,0,19.0,21.0,0.701,1,64.5,0.093,0.137,0.036,0.641,-0.065,0.376,0.037,-1.014,0.224,0.4,2.224,7.3,3,0.074
SHOP001540,0,19.0,182.0,0.19,2,18.6,0.232,0.065,0.043,0.895,0.169,0.191,-0.162,-0.3,0.086,0.53,1.808,4.5,0,0.029
SHOP001541,1,11.0,179.0,0.442,2,19.5,0.286,0.094,0.044,0.979,0.104,0.276,-0.068,-1.992,0.119,0.653,1.465,4.6,2,0.005
SHOP001542,0,21.0,186.0,0.43,1,35.9,0.185,0.108,0.04,0.794,0.209,0.195,0.045,-0.858,0.186,0.479,1.825,3.3,0,0.029
SHOP001543,0,21.0,94.0,0.662,1,97.0,0.321,0.078,0.03,0.903,-0.088,0.117,0.134,0.381,0.09,0.558,3.005,4.9,1,0.03
SHOP001544,1,20.0,103.0,0.587,2,108.1,0.424,0.066,0.02,0.933,0.161,0.26,-0.107,-0.805,0.275,0.411,2.068,3.1,2,0.096
SHOP001545,0,19.0,83.0,0.342,1,130.6,0.292,0.07,0.025,0.846,0.104,0.209,-0.008,-0.336,0.129,0.58,2.859,4.1,0,0.012
SHOP001546,0,36.0,273.0,0.423,0,134.6,0.218,0.029,0.017,0.887,0.098,0.072,-0.016,0.966,0.114,0.379,2.262,2.6,0,0.026
SHOP001547,0,20.0,418.0,0.366,1,128.3,0.163,0.049,0.005,0.983,0.281,0.147,-0.1,1.152,0.101,0.276,2.466,5.3,1,0.019
SHOP001548,0,7.0,136.0,0.38,2,73.4,0.27,0.055,0.016,0.869,-0.09,0.257,-0.03,-1.585,0.309,0.527,1.934,6.6,2,0.054
SHOP001549,0,22.0,75.0,0.438,2,68.2,0.253,0.043,0.046,0.907,0.138,0.316,-0.066,0.109,0.205,0.369,1.928,5.9,3,0.012
SHOP001550,0,2.0,540.0,0.207,2,47.2,0.188,0.024,0.025,0.927,0.558,0.166,0.066,2.316,0.165,0.337,1.65,1.2,0,0.023
SHOP001551,0,17.0,194.0,0.222,0,89.7,0.311,0.059,0.027,0.88,0.236,0.125,0.079,1.874,0.17,0.372,2.062,5.1,0,0.04
SHOP001552,0,25.0,106.0,0.378,0,53.4,0.351,0.086,0.012,0.928,0.125,0.235,-0.083,0.635,0.135,0.446,2.789,3.8,0,0.034
SHOP001553,0,23.0,206.0,0.438,0,169.9,0.183,0.056,0.027,0.883,0.143,0.279,0.161,-0.399,0.132,0.496,2.012,6.9,1,0.034
SHOP001554,0,24.0,164.0,0.227,0,183.3,0.368,0.043,0.025,0.876,0.14,0.088,-0.048,1.791,0.179,0.468,1.669,3.0,1,0.012
SHOP001555,0,1.0,178.0,0.469,1,41.0,0.126,0.059,0.042,0.905,0.043,0.167,0.069,1.888,0.122,0.276,1.963,7.9,0,0.038
SHOP001556,0,22.0,1.0,0.364,0,86.7,0.343,0.05,0.011,0.927,-0.14,0.169,0.088,0.979,0.138,0.249,3.09,4.7,0,0.0
SHOP001557,0,31.0,104.0,0.384,2,88.8,0.434,0.0,0.059,0.951,0.032,0.28,-0.024,0.728,0.219,0.32,1.92,7.0,0,0.08
SHOP001558,0,15.0,218.0,0.774,0,52.9,0.083,0.04,0.029,0.888,-0.162,0.187,-0.105,-0.646,0.137,0.448,1.622,7.9,0,0.069
SHOP001559,0,33.0,202.0,0.256,0,127.9,0.253,0.062,0.006,0.864,0.23,0.186,0.035,0.319,0.133,0.526,1.537,3.0,2,0.045
SHOP001560,0,24.0,266.0,0.285,3,83.2,0.351,0.019,0.03,0.908,-0.173,0.311,-0.065,1.056,0.159,0.622,2.386,4.6,1,0.045
SHOP001561,0,16.0,116.0,0.477,1,95.1,0.424,0.073,0.047,0.803,0.147,0.178,0.004,1.099,0.3,0.463,2.491,2.9,0,0.07
SHOP001562,0,16.0,287.0,0.376,2,91.5,0.621,0.028,0.021,0.907,-0.01,0.191,0.09,1.049,0.153,0.535,2.194,7.1,1,0.04
SHOP001563,0,20.0,209.0,0.29,0,99.0,0.347,0.086,0.0,0.915,0.036,0.097,-0.036,-0.065,0.107,0.299,1.672,6.4,1,0.033
SHOP001564,0,14.0,178.0,0.168,0,51.6,0.292,0.037,0.035,0.919,0.084,0.069,0.058,2.196,0.112,0.327,2.674,5.4,1,0.018
SHOP001565,0,11.0,85.0,0.31,0,42.6,0.338,0.046,0.006,0.874,0.014,0.182,0.06,1.709,0.096,0.474,1.988,7.4,0,0.018
SHOP001566,0,14.0,152.0,0.339,1,84.0,0.447,0.019,0.012,0.925,0.238,0.197,0.301,3.322,0.136,0.369,2.412,4.1,1,0.025
SHOP001567,0,13.0,120.0,0.435,3,48.3,0.295,0.093,0.037,0.874,-0.242,0.23,0.138,0.596,0.129,0.588,2.518,6.3,1,0.066
SHOP001568,0,17.0,193.0,0.399,1,20.9,0.189,0.114,0.035,0.819,-0.107,0.194,-0.079,-0.994,0.291,0.285,2.183,3.2,0,0.116
SHOP001569,0,22.0,166.0,0.353,0,67.3,0.27,0.016,0.04,0.954,0.3,0.082,-0.033,1.451,0.18,0.405,2.014,5.5,1,0.036
SHOP001570,0,28.0,207.0,0.223,0,72.3,0.268,0.068,0.041,0.979,0.237,0.122,0.228,-0.016,0.039,0.363,2.289,7.3,2,0.045
SHOP001571,0,8.0,62.0,0.462,0,69.5,0.283,0.044,0.04,0.884,-0.078,0.067,0.065,-0.032,0.131,0.399,2.093,3.0,1,0.007
SHOP001572,0,22.0,172.0,0.522,0,93.0,0.335,0.068,0.015,0.903,0.04,0.12,0.043,1.748,0.127,0.381,1.921,5.4,2,0.0
SHOP001573,0,14.0,164.0,0.285,0,42.1,0.291,0.092,0.036,0.927,0.223,0.307,-0.077,1.405,0.228,0.412,2.159,7.6,1,0.016
SHOP001574,1,19.0,411.0,0.23,1,204.8,0.393,0.084,0.004,0.933,-0.159,0.287,-0.042,-0.443,0.007,0.259,2.121,3.4,0,0.054
SHOP001575,0,22.0,114.0,0.264,1,29.5,0.412,0.031,0.015,0.965,-0.095,0.27,0.127,0.696,0.052,0.193,2.654,3.3,0,0.007
SHOP001576,0,22.0,276.0,0.519,2,95.4,0.206,0.061,0.032,0.939,0.003,0.005,0.183,1.293,0.3,0.543,1.609,7.0,1,0.045
SHOP001577,0,26.0,76.0,0.425,2,48.1,0.371,0.133,0.038,0.812,0.12,0.175,0.06,-0.008,0.222,0.389,1.661,2.5,1,0.006
SHOP001578,0,7.0,143.0,0.339,0,89.0,0.415,0.07,0.011,0.987,-0.067,0.065,0.037,0.911,0.048,0.472,3.181,3.3,0,0.002
SHOP001579,1,19.0,231.0,0.637,0,67.8,0.352,0.029,0.042,0.87,0.1,0.242,-0.09,-0.632,0.0,0.461,2.697,7.0,2,0.059
SHOP001580,0,16.0,68.0,0.697,1,46.2,0.234,0.103,0.033,0.798,-0.179,0.282,-0.109,-0.022,0.075,0.491,1.977,6.3,1,0.015
SHOP001581,0,22.0,1.0,0.489,3,53.4,0.355,0.063,0.012,0.923,0.372,0.184,-0.002,-2.095,0.153,0.372,1.968,4.2,1,0.043
SHOP001582,0,15.0,258.0,0.203,4,62.5,0.202,0.085,0.05,0.851,-0.187,0.307,-0.077,-0.379,0.134,0.566,2.761,5.8,1,0.067
SHOP001583,0,13.0,117.0,0.214,1,191.3,0.307,0.103,0.017,0.963,-0.057,0.23,0.091,0.297,0.083,0.382,2.625,5.2,1,0.033
SHOP001584,1,20.0,1.0,0.593,1,91.2,0.208,0.127,0.031,0.794,-0.163,0.242,0.033,0.978,0.205,0.429,2.525,4.1,1,0.02
SHOP001585,0,23.0,200.0,0.434,2,73.3,0.363,0.02,0.028,1.0,-0.097,0.088,-0.007,2.349,0.138,0.157,2.726,1.6,1,0.007
SHOP001586,0,23.0,213.0,0.427,1,137.3,0.274,0.0,0.013,0.945,0.416,0.067,0.23,0.38,0.052,0.421,2.605,3.9,0,0.003
SHOP001587,1,1.0,80.0,0.477,3,65.4,0.342,0.1,0.052,0.901,-0.174,0.331,0.055,-1.251,0.242,0.373,1.416,6.8,1,0.009
SHOP001588,0,28.0,128.0,0.243,1,91.6,0.236,0.029,0.018,0.914,0.167,0.221,-0.166,1.339,0.003,0.449,1.903,4.1,0,0.043
SHOP001589,0,10.0,139.0,0.382,1,67.3,0.4,0.076,0.034,0.898,0.224,0.201,-0.007,0.945,0.225,0.219,2.408,2.5,1,0.014
SHOP001590,0,27.0,159.0,0.41,0,29.4,0.291,0.067,0.009,0.943,-0.182,0.188,0.141,1.028,0.013,0.277,1.85,6.5,0,0.033
SHOP001591,0,21.0,292.0,0.389,1,129.1,0.465,0.03,0.02,1.0,0.256,0.022,-0.032,1.624,0.095,0.421,2.075,2.9,1,0.017
SHOP001592,0,8.0,399.0,0.251,0,101.5,0.305,0.059,0.048,0.878,-0.2,0.219,-0.098,2.238,0.131,0.471,1.856,5.1,2,0.043
SHOP001593,0,32.0,394.0,0.275,2,51.6,0.341,0.044,0.012,0.924,0.098,0.07,0.053,-0.301,0.127,0.51,1.714,3.2,1,0.037
SHOP001594,0,21.0,131.0,0.366,1,77.4,0.158,0.075,0.023,0.862,-0.181,0.248,0.049,0.785,0.124,0.408,1.183,3.6,0,0.071
SHOP001595,1,22.0,37.0,0.34,0,76.4,0.381,0.073,0.034,1.0,0.152,0.36,0.044,-0.416,0.168,0.208,2.065,5.2,3,0.085
SHOP001596,0,16.0,78.0,0.663,0,72.9,0.227,0.069,0.03,0.831,0.024,0.176,-0.032,0.953,0.142,0.471,1.373,7.3,3,0.08
SHOP001597,1,16.0,161.0,0.537,2,81.6,0.363,0.169,0.031,0.97,-0.107,0.237,0.226,0.869,0.176,0.352,2.192,4.0,0,0.012
SHOP001598,1,12.0,52.0,0.253,2,76.7,0.194,0.128,0.02,0.825,-0.06,0.143,-0.22,0.014,0.308,0.406,2.07,8.6,3,0.019
SHOP001599,0,29.0,365.0,0.427,1,71.1,0.446,0.079,0.033,0.983,-0.037,0.17,-0.013,2.061,0.122,0.395,2.498,4.0,0,0.048
SHOP001600,0,24.0,124.0,0.411,0,42.6,0.333,0.031,0.038,0.836,0.053,0.136,-0.071,1.249,0.179,0.495,2.326,4.6,0,0.044
SHOP001601,0,12.0,132.0,0.72,2,62.3,0.081,0.058,0.036,0.848,0.106,0.304,0.05,0.611,0.066,0.415,2.394,7.3,2,0.044
SHOP001602,1,23.0,118.0,0.611,0,75.3,0.23,0.167,0.011,0.926,0.16,0.287,0.005,0.882,0.28,0.326,1.154,6.1,0,0.067
SHOP001603,0,22.0,146.0,0.276,1,113.8,0.415,0.066,0.03,0.976,0.114,0.154,-0.007,0.456,0.073,0.368,1.844,3.2,1,0.024
SHOP001604,0,18.0,271.0,0.444,2,150.2,0.178,0.035,0.006,0.915,0.296,0.347,0.287,1.609,0.217,0.405,2.405,5.8,2,0.016
SHOP001605,1,19.0,1.0,0.357,1,109.7,0.285,0.182,0.018,0.839,-0.251,0.258,-0.092,0.293,0.15,0.489,2.003,6.7,0,0.037
SHOP001606,0,17.0,282.0,0.28,2,106.5,0.263,0.105,0.046,0.915,-0.37,0.235,0.038,-1.814,0.256,0.529,1.184,2.1,1,0.022
SHOP001607,0,30.0,233.0,0.494,2,93.7,0.285,0.115,0.034,0.809,0.44,0.313,0.101,-0.599,0.159,0.418,1.457,4.0,1,0.042
SHOP001608,1,34.0,24.0,0.524,2,93.3,0.272,0.03,0.013,0.984,-0.096,0.219,0.018,-0.223,0.125,0.331,2.964,4.6,1,0.016
SHOP001609,1,18.0,150.0,0.463,0,119.8,0.251,0.042,0.024,0.957,0.108,0.034,0.127,0.035,0.171,0.468,1.917,5.1,0,0.035
SHOP001610,0,10.0,102.0,0.266,1,77.2,0.294,0.105,0.044,0.848,0.028,0.18,-0.003,0.857,0.104,0.5,2.332,9.9,1,0.024
SHOP001611,0,21.0,1.0,0.242,2,89.6,0.147,0.094,0.021,0.874,0.04,0.233,0.117,1.306,0.079,0.423,2.105,6.0,1,0.03
SHOP001612,0,17.0,148.0,0.25,0,101.6,0.417,0.075,0.032,0.981,0.185,0.205,0.173,1.55,0.123,0.104,1.936,8.9,0,0.031
SHOP001613,1,14.0,234.0,0.556,3,117.4,0.272,0.013,0.019,0.849,0.184,0.166,-0.264,-0.342,0.199,0.342,2.239,7.5,1,0.048
SHOP001614,0,11.0,142.0,0.298,1,42.1,0.253,0.073,0.018,0.951,-0.128,0.238,0.049,0.53,0.128,0.345,2.088,4.1,1,0.004
SHOP001615,0,21.0,100.0,0.581,1,87.8,0.264,0.073,0.015,0.823,0.078,0.268,-0.081,-2.217,0.138,0.394,1.581,6.5,2,0.068
SHOP001616,1,14.0,320.0,0.44,2,52.1,0.151,0.219,0.046,0.82,-0.479,0.174,0.204,0.544,0.15,0.495,1.782,4.8,1,0.057
SHOP001617,0,32.0,229.0,0.259,0,180.0,0.32,0.048,0.011,0.978,0.135,0.085,0.255,-0.231,0.106,0.477,3.018,3.2,0,0.029
SHOP001618,0,25.0,208.0,0.357,2,110.2,0.184,0.068,0.068,0.7,-0.066,0.285,0.178,0.187,0.266,0.339,3.565,7.2,1,0.014
SHOP001619,0,19.0,152.0,0.417,0,58.6,0.359,0.059,0.029,0.859,-0.034,0.301,0.049,1.753,0.127,0.344,1.769,2.1,1,0.027
SHOP001620,0,12.0,164.0,0.56,3,65.9,0.133,0.057,0.003,0.874,0.071,0.223,-0.311,-1.431,0.127,0.567,1.831,3.3,0,0.026
SHOP001621,0,15.0,67.0,0.378,1,53.9,0.305,0.047,0.039,0.968,-0.102,0.217,-0.136,0.787,0.205,0.424,2.352,5.2,0,0.052
SHOP001622,1,11.0,77.0,0.265,3,55.1,0.307,0.082,0.03,0.839,0.231,0.271,0.107,0.119,0.125,0.562,2.206,5.7,0,0.055
SHOP001623,1,30.0,98.0,0.096,1,79.2,0.207,0.079,0.003,0.838,-0.493,0.333,-0.018,-2.887,0.224,0.471,1.417,5.7,0,0.028
SHOP001624,0,24.0,157.0,0.568,2,70.6,0.201,0.104,0.042,0.904,-0.038,0.16,-0.156,-0.73,0.207,0.553,1.765,3.1,2,0.05
SHOP001625,0,18.0,274.0,0.561,3,145.6,0.231,0.147,0.052,0.67,-0.109,0.176,-0.062,0.32,0.158,0.34,1.643,6.1,0,0.079
SHOP001626,0,38.0,234.0,0.376,2,113.2,0.585,0.067,0.015,0.977,0.047,0.104,0.08,-1.262,0.122,0.255,2.226,3.6,1,0.0
